"player","Opponent","location","Date","gs","min","fg","fg_att","fg_pct","threes","threes_att","threes_pct","ft","ft_att","ft_pct","off","def","tot","reb_avg","pf","fo","ast","turn_overs","blk","stl","pts","avg"
"ELLINGTON-Keith","CONCORDM","home","11/9/12","no","15","1","3",".333","0","1",".000","0","1",".000","1","0","1","1.0","2","0","2","1","0","1","2","2.0"
"ELLINGTON-Keith","WEST VIRGINIA STATE","home","11/10/12","no","15","1","1","1.000","0","0",".000","2","2","1.000","2","1","3","2.0","1","0","0","2","0","1","4","3.0"
"ELLINGTON-Keith","SALEM INTERNATIONAL","home","11/20/12","no","18","0","3",".000","0","0",".000","4","4","1.000","1","4","5","3.0","1","0","1","2","0","2","4","3.3"
"ELLINGTON-Keith","URBANA UNIVERSITY","away","11/25/12","no","11","0","2",".000","0","1",".000","0","0",".000","0","1","1","2.5","1","0","0","1","0","0","0","2.5"
"ELLINGTON-Keith","EAST STROUDSBURG","home","12/1/12","no","20","2","4",".500","2","3",".667","2","3",".667","0","0","0","2.0","2","0","0","0","0","0","8","3.6"
"ELLINGTON-Keith","KUTZTOWN","home","12/2/12","no","12","1","3",".333","0","1",".000","2","2","1.000","0","1","1","1.8","0","0","2","1","0","0","4","3.7"
"ELLINGTON-Keith","NOTRE DAME COLLEGE","away","12/5/12","no","15","1","1","1.000","1","1","1.000","0","0",".000","1","1","2","1.9","0","0","2","2","0","0","3","3.6"
"ELLINGTON-Keith","LOCK HAVEN","home","12/8/12","no","18","2","5",".400","1","4",".250","0","0",".000","0","1","1","1.8","1","0","1","0","0","0","5","3.8"
"ELLINGTON-Keith","SHIPPENSBURG","away","12/18/12","no","18","1","3",".333","0","0",".000","0","0",".000","0","0","0","1.6","1","0","3","3","0","0","2","3.6"
"ELLINGTON-Keith","MILLERSVILLE","away","12/19/12","no","19","1","4",".250","0","2",".000","2","2","1.000","1","3","4","1.8","4","0","0","6","0","0","4","3.6"
"ELLINGTON-Keith","NOTRE DAME COLLEGE","home","12/30/12","no","24","1","4",".250","0","1",".000","7","9",".778","1","3","4","2.0","2","0","4","3","0","0","9","4.1"
"ELLINGTON-Keith","MANSFIELD","home","01/04/13","yes","25","1","6",".167","0","1",".000","0","0",".000","0","0","0","1.8","4","0","1","0","0","1","2","3.9"
"ELLINGTON-Keith","BLOOMSBURG","home","01/05/13","yes","20","2","8",".250","1","2",".500","0","0",".000","0","5","5","2.1","1","0","1","0","1","0","5","4.0"
"ELLINGTON-Keith","WEST CHESTER","away","01/11/13","no","15","2","4",".500","0","2",".000","0","2",".000","0","2","2","2.1","0","0","1","1","0","0","4","4.0"
"ELLINGTON-Keith","CHEYNEY","away","1/12/13","no","27","3","3","1.000","0","0",".000","0","2",".000","1","3","4","2.2","3","0","2","4","1","0","6","4.1"
"ELLINGTON-Keith","CLARION","home","01/16/13","yes","28","3","7",".429","0","2",".000","2","2","1.000","2","5","7","2.5","1","0","3","2","0","0","8","4.4"
"ELLINGTON-Keith","SLIPPERY ROCK","away","1/19/13","yes","20","1","4",".250","0","1",".000","0","0",".000","0","2","2","2.5","2","0","0","2","0","0","2","4.2"
"ELLINGTON-Keith","GANNON UNIVERSITY","away","1/23/13","yes","26","3","5",".600","1","2",".500","0","0",".000","0","0","0","2.3","2","0","1","4","0","1","7","4.4"
"ELLINGTON-Keith","INDIANA (PA)","away","01/26/13","yes","12","0","1",".000","0","0",".000","0","0",".000","0","0","0","2.2","2","0","0","2","0","0","0","4.2"
"ELLINGTON-Keith","EDINBORO","home","01/30/13","no","16","1","4",".250","1","2",".500","0","0",".000","0","3","3","2.3","3","0","0","2","0","0","3","4.1"
"ELLINGTON-Keith","CALIFORNIA","home","02/02/13","no","3","0","1",".000","0","0",".000","0","0",".000","0","2","2","2.2","0","0","1","1","0","0","0","3.9"
"ELLINGTON-Keith","LOCK HAVEN","away","2/6/13","no","13","2","3",".667","0","1",".000","0","0",".000","0","1","1","2.2","1","0","1","2","0","0","4","3.9"
"ELLINGTON-Keith","SLIPPERY ROCK","home","02/09/13","no","5","1","2",".500","0","1",".000","0","0",".000","0","1","1","2.1","0","0","0","0","0","0","2","3.8"
"ELLINGTON-Keith","CLARION","away","2/13/13","no","11","2","2","1.000","0","0",".000","0","0",".000","0","1","1","2.1","1","0","0","2","0","0","4","3.8"
"ELLINGTON-Keith","INDIANA (PA)","home","02/16/13","no","13","0","2",".000","0","1",".000","0","0",".000","0","1","1","2.0","1","0","1","1","0","0","0","3.7"
"ELLINGTON-Keith","GANNON UNIVERSITY","home","02/20/13","no","15","0","1",".000","0","0",".000","0","0",".000","0","3","3","2.1","4","0","0","1","0","0","0","3.5"
"ELLINGTON-Keith","CALIFORNIA","away","02/23/13","no","21","1","5",".200","0","1",".000","0","0",".000","0","0","0","2.0","2","0","3","0","0","1","2","3.5"
"ELLINGTON-Keith","EDINBORO","away","2/27/13","no","7","2","3",".667","0","1",".000","0","0",".000","0","1","1","2.0","0","0","0","1","0","0","4","3.5"
"ELLINGTON-Keith","EDINBORO","away","3/2/13","no","18","1","7",".143","0","3",".000","0","1",".000","2","1","3","2.0","1","0","2","1","0","0","2","3.4"
