"player","Opponent","location","Date","gs","min","fg","fg_att","fg_pct","threes","threes_att","threes_pct","ft","ft_att","ft_pct","off","def","tot","reb_avg","pf","fo","ast","turn_overs","blk","stl","pts","avg","Rdate","Season"
"INGRAM-Terrence","vs East Stroudsburg","neutral","03/02/12","no",5,0,0,0,0,0,0,0,0,0,1,0,1,1.5,0,0,0,2,0,0,0,2.8,2012-03-02,"2011-2012"
"LEAO-Luis","vs East Stroudsburg","neutral","03/02/12","yes",27,7,12,0.583,2,4,0.5,2,2,1,0,10,10,5.3,4,0,0,4,1,0,18,15.1,2012-03-02,"2011-2012"
"LEE-Matt","vs East Stroudsburg","neutral","03/02/12","yes",25,4,17,0.235,1,2,0.5,2,2,1,1,2,3,3.6,3,0,1,1,0,0,11,15.7,2012-03-02,"2011-2012"
"OUEGNIN-Jonathan","vs East Stroudsburg","neutral","03/02/12","yes",21,1,4,0.25,0,2,0,0,0,0,1,4,5,4.3,2,0,2,1,0,1,2,4.9,2012-03-02,"2011-2012"
"RICKARD-Andrew","vs East Stroudsburg","neutral","03/02/12","no",16,3,6,0.5,1,4,0.25,2,2,1,1,3,4,2.3,2,0,0,2,1,1,9,10.7,2012-03-02,"2011-2012"
"TURNER-Jamal","vs East Stroudsburg","neutral","03/02/12","yes",30,0,4,0,0,2,0,0,0,0,0,2,2,3.3,5,1,5,3,0,1,0,2.3,2012-03-02,"2011-2012"
"WEAVER-Bill","vs East Stroudsburg","neutral","03/02/12","yes",28,3,8,0.375,0,0,0,3,4,0.75,1,2,3,5,3,0,0,2,0,1,9,11.5,2012-03-02,"2011-2012"
"BILBO-Paul","CONCORDM","home","11/9/12","no",13,2,3,0.667,0,0,0,2,4,0.5,3,0,3,3,2,0,0,1,0,0,6,6,2012-11-09,"2012-2013"
"DAILEY-Callon","CONCORDM","home","11/9/12","yes",35,3,8,0.375,0,1,0,0,0,0,2,3,5,5,4,0,2,1,0,1,6,6,2012-11-09,"2012-2013"
"ELLINGTON-Keith","CONCORDM","home","11/9/12","no",15,1,3,0.333,0,1,0,0,1,0,1,0,1,1,2,0,2,1,0,1,2,2,2012-11-09,"2012-2013"
"HOYING-Andy","CONCORDM","home","11/9/12","yes",37,1,4,0.25,0,2,0,4,5,0.8,0,3,3,3,1,0,3,1,0,1,6,6,2012-11-09,"2012-2013"
"INGRAM-Terrence","CONCORDM","home","11/9/12","no",8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,2012-11-09,"2012-2013"
"LEAO-Luis","CONCORDM","home","11/9/12","yes",31,5,12,0.417,2,3,0.667,5,5,1,0,2,2,2,3,0,2,2,0,1,17,17,2012-11-09,"2012-2013"
"OUEGNIN-Jonathan","CONCORDM","home","11/9/12","yes",28,5,7,0.714,2,4,0.5,0,1,0,2,4,6,6,2,0,1,2,1,2,12,12,2012-11-09,"2012-2013"
"SAMUELSON-Beau","CONCORDM","home","11/9/12","yes",33,6,8,0.75,4,6,0.667,4,4,1,2,0,2,2,3,0,3,7,0,1,20,20,2012-11-09,"2012-2013"
"BEINS-Sean","WEST VIRGINIA STATE","home","11/10/12","no",3,0,1,0,0,0,0,2,2,1,0,2,2,2,0,0,0,1,0,0,2,2,2012-11-10,"2012-2013"
"BILBO-Paul","WEST VIRGINIA STATE","home","11/10/12","yes",33,3,6,0.5,0,0,0,0,1,0,1,5,6,4.5,3,0,2,2,0,1,6,6,2012-11-10,"2012-2013"
"DAILEY-Callon","WEST VIRGINIA STATE","home","11/10/12","yes",23,4,6,0.667,1,2,0.5,1,1,1,0,3,3,4,3,0,1,0,0,1,10,8,2012-11-10,"2012-2013"
"ELLINGTON-Keith","WEST VIRGINIA STATE","home","11/10/12","no",15,1,1,1,0,0,0,2,2,1,2,1,3,2,1,0,0,2,0,1,4,3,2012-11-10,"2012-2013"
"HOYING-Andy","WEST VIRGINIA STATE","home","11/10/12","no",20,2,4,0.5,0,0,0,1,2,0.5,0,8,8,5.5,0,0,1,1,1,0,5,5.5,2012-11-10,"2012-2013"
"INGRAM-Terrence","WEST VIRGINIA STATE","home","11/10/12","no",27,2,5,0.4,2,3,0.667,4,6,0.667,0,3,3,1.5,1,0,3,2,0,3,10,5,2012-11-10,"2012-2013"
"LEAO-Luis","WEST VIRGINIA STATE","home","11/10/12","yes",24,5,10,0.5,1,2,0.5,2,2,1,0,1,1,1.5,4,0,0,1,1,1,13,15,2012-11-10,"2012-2013"
"ONANA-Jean","WEST VIRGINIA STATE","home","11/10/12","no",3,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,1,0,1,0,0,2012-11-10,"2012-2013"
"OUEGNIN-Jonathan","WEST VIRGINIA STATE","home","11/10/12","yes",29,3,6,0.5,0,1,0,4,5,0.8,2,1,3,4.5,0,0,5,5,1,2,10,11,2012-11-10,"2012-2013"
"SAMUELSON-Beau","WEST VIRGINIA STATE","home","11/10/12","yes",23,1,3,0.333,1,3,0.333,0,0,0,1,1,2,2,2,0,1,1,0,1,3,11.5,2012-11-10,"2012-2013"
"BILBO-Paul","SALEM INTERNATIONAL","home","11/20/12","no",15,0,1,0,0,0,0,9,14,0.643,1,3,4,4.3,0,0,0,1,1,0,9,7,2012-11-20,"2012-2013"
"DAILEY-Callon","SALEM INTERNATIONAL","home","11/20/12","yes",31,3,8,0.375,2,4,0.5,2,4,0.5,1,3,4,4,4,0,1,1,0,3,10,8.7,2012-11-20,"2012-2013"
"ELLINGTON-Keith","SALEM INTERNATIONAL","home","11/20/12","no",18,0,3,0,0,0,0,4,4,1,1,4,5,3,1,0,1,2,0,2,4,3.3,2012-11-20,"2012-2013"
"HOYING-Andy","SALEM INTERNATIONAL","home","11/20/12","yes",31,3,9,0.333,0,1,0,2,2,1,4,5,9,6.7,1,0,0,2,1,0,8,6.3,2012-11-20,"2012-2013"
"INGRAM-Terrence","SALEM INTERNATIONAL","home","11/20/12","no",27,3,7,0.429,2,4,0.5,3,4,0.75,0,1,1,1.3,1,0,2,3,0,3,11,7,2012-11-20,"2012-2013"
"LEAO-Luis","SALEM INTERNATIONAL","home","11/20/12","yes",32,6,11,0.545,0,0,0,7,8,0.875,2,6,8,3.7,4,0,2,0,3,2,19,16.3,2012-11-20,"2012-2013"
"ONANA-Jean","SALEM INTERNATIONAL","home","11/20/12","no",6,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,1,2012-11-20,"2012-2013"
"OUEGNIN-Jonathan","SALEM INTERNATIONAL","home","11/20/12","yes",16,1,3,0.333,0,1,0,1,4,0.25,0,1,1,3.3,5,1,3,1,1,2,3,8.3,2012-11-20,"2012-2013"
"SAMUELSON-Beau","SALEM INTERNATIONAL","home","11/20/12","yes",24,3,6,0.5,3,6,0.5,0,0,0,0,0,0,1.3,5,1,5,2,0,0,9,10.7,2012-11-20,"2012-2013"
"BILBO-Paul","at Urbana University","away","11/25/12","no",16,2,5,0.4,0,0,0,0,0,0,4,2,6,4.8,3,0,0,0,0,0,4,6.3,2012-11-25,"2012-2013"
"DAILEY-Callon","at Urbana University","away","11/25/12","yes",34,3,10,0.3,1,5,0.2,0,0,0,0,4,4,4,2,0,2,1,1,3,7,8.3,2012-11-25,"2012-2013"
"ELLINGTON-Keith","at Urbana University","away","11/25/12","no",11,0,2,0,0,1,0,0,0,0,0,1,1,2.5,1,0,0,1,0,0,0,2.5,2012-11-25,"2012-2013"
"HOYING-Andy","at Urbana University","away","11/25/12","yes",33,4,7,0.571,0,2,0,0,0,0,1,4,5,6.3,2,0,1,0,0,1,8,6.8,2012-11-25,"2012-2013"
"INGRAM-Terrence","at Urbana University","away","11/25/12","no",27,2,9,0.222,2,8,0.25,2,2,1,1,1,2,1.5,2,0,4,1,0,1,8,7.3,2012-11-25,"2012-2013"
"LEAO-Luis","at Urbana University","away","11/25/12","yes",30,9,14,0.643,1,1,1,5,7,0.714,2,5,7,4.5,4,0,1,3,0,0,24,18.3,2012-11-25,"2012-2013"
"OUEGNIN-Jonathan","at Urbana University","away","11/25/12","yes",23,3,6,0.5,0,2,0,0,0,0,1,3,4,3.5,3,0,5,1,1,1,6,7.8,2012-11-25,"2012-2013"
"SAMUELSON-Beau","at Urbana University","away","11/25/12","yes",27,2,4,0.5,2,3,0.667,0,0,0,0,0,0,1,2,0,5,3,0,0,6,9.5,2012-11-25,"2012-2013"
"BILBO-Paul","EAST STROUDSBURG","home","12/1/12","yes",17,2,5,0.4,0,0,0,2,2,1,0,2,2,4.2,3,0,0,1,1,0,6,6.2,2012-12-01,"2012-2013"
"DAILEY-Callon","EAST STROUDSBURG","home","12/1/12","no",12,2,3,0.667,1,1,1,0,0,0,0,1,1,3.4,5,1,1,2,1,0,5,7.6,2012-12-01,"2012-2013"
"ELLINGTON-Keith","EAST STROUDSBURG","home","12/1/12","no",20,2,4,0.5,2,3,0.667,2,3,0.667,0,0,0,2,2,0,0,0,0,0,8,3.6,2012-12-01,"2012-2013"
"HOYING-Andy","EAST STROUDSBURG","home","12/1/12","no",28,3,5,0.6,0,1,0,0,0,0,0,1,1,5.2,2,0,1,0,0,0,6,6.6,2012-12-01,"2012-2013"
"INGRAM-Terrence","EAST STROUDSBURG","home","12/1/12","yes",34,0,7,0,0,4,0,0,0,0,1,2,3,1.8,1,0,2,2,0,2,0,5.8,2012-12-01,"2012-2013"
"LEAO-Luis","EAST STROUDSBURG","home","12/1/12","yes",35,9,17,0.529,0,3,0,6,6,1,0,8,8,5.2,3,0,0,4,0,1,24,19.4,2012-12-01,"2012-2013"
"OUEGNIN-Jonathan","EAST STROUDSBURG","home","12/1/12","yes",34,1,2,0.5,0,0,0,3,3,1,1,3,4,3.6,4,0,5,4,0,1,5,7.2,2012-12-01,"2012-2013"
"SAMUELSON-Beau","EAST STROUDSBURG","home","12/1/12","yes",21,3,4,0.75,2,2,1,0,0,0,2,0,2,1.2,3,0,3,3,0,0,8,9.2,2012-12-01,"2012-2013"
"BEINS-Sean","KUTZTOWN","home","12/2/12","no",2,0,0,0,0,0,0,0,0,0,1,0,1,1.5,1,0,1,0,0,0,0,1,2012-12-02,"2012-2013"
"BILBO-Paul","KUTZTOWN","home","12/2/12","yes",20,2,5,0.4,0,0,0,3,7,0.429,1,1,2,3.8,5,1,1,2,0,0,7,6.3,2012-12-02,"2012-2013"
"DAILEY-Callon","KUTZTOWN","home","12/2/12","no",29,1,4,0.25,0,3,0,0,0,0,2,2,4,3.5,3,0,1,1,0,1,2,6.7,2012-12-02,"2012-2013"
"ELLINGTON-Keith","KUTZTOWN","home","12/2/12","no",12,1,3,0.333,0,1,0,2,2,1,0,1,1,1.8,0,0,2,1,0,0,4,3.7,2012-12-02,"2012-2013"
"HOYING-Andy","KUTZTOWN","home","12/2/12","no",26,4,6,0.667,0,0,0,0,0,0,1,4,5,5.2,2,0,1,0,0,0,8,6.8,2012-12-02,"2012-2013"
"INGRAM-Terrence","KUTZTOWN","home","12/2/12","yes",29,4,7,0.571,3,5,0.6,6,6,1,1,6,7,2.7,3,0,1,0,0,3,17,7.7,2012-12-02,"2012-2013"
"LEAO-Luis","KUTZTOWN","home","12/2/12","yes",25,5,12,0.417,0,1,0,8,12,0.667,4,4,8,5.7,3,0,0,5,0,2,18,19.2,2012-12-02,"2012-2013"
"ONANA-Jean","KUTZTOWN","home","12/2/12","no",7,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,1.3,2012-12-02,"2012-2013"
"OUEGNIN-Jonathan","KUTZTOWN","home","12/2/12","yes",28,1,4,0.25,0,3,0,6,6,1,0,3,3,3.5,4,0,5,1,0,1,8,7.3,2012-12-02,"2012-2013"
"SAMUELSON-Beau","KUTZTOWN","home","12/2/12","yes",22,3,8,0.375,2,5,0.4,2,2,1,0,2,2,1.3,3,0,2,1,0,1,10,9.3,2012-12-02,"2012-2013"
"BEINS-Sean","at NOTRE DAME COLLEGE","away","12/5/12","no",8,1,4,0.25,0,0,0,0,0,0,1,0,1,1.3,1,0,0,0,0,0,2,1.3,2012-12-05,"2012-2013"
"BILBO-Paul","at NOTRE DAME COLLEGE","away","12/5/12","yes",14,4,6,0.667,0,0,0,0,1,0,1,2,3,3.7,3,0,0,1,1,0,8,6.6,2012-12-05,"2012-2013"
"DAILEY-Callon","at NOTRE DAME COLLEGE","away","12/5/12","no",31,4,10,0.4,1,3,0.333,0,0,0,0,4,4,3.6,1,0,2,1,1,1,9,7,2012-12-05,"2012-2013"
"ELLINGTON-Keith","at NOTRE DAME COLLEGE","away","12/5/12","no",15,1,1,1,1,1,1,0,0,0,1,1,2,1.9,0,0,2,2,0,0,3,3.6,2012-12-05,"2012-2013"
"HOYING-Andy","at NOTRE DAME COLLEGE","away","12/5/12","no",27,2,6,0.333,0,1,0,4,5,0.8,1,4,5,5.1,3,0,2,2,0,1,8,7,2012-12-05,"2012-2013"
"INGRAM-Terrence","at NOTRE DAME COLLEGE","away","12/5/12","yes",34,3,8,0.375,2,5,0.4,1,2,0.5,2,4,6,3.1,1,0,2,1,0,2,9,7.9,2012-12-05,"2012-2013"
"LEAO-Luis","at NOTRE DAME COLLEGE","away","12/5/12","yes",26,7,13,0.538,0,0,0,7,9,0.778,2,5,7,5.9,4,0,3,5,3,1,21,19.4,2012-12-05,"2012-2013"
"ONANA-Jean","at NOTRE DAME COLLEGE","away","12/5/12","no",2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1,2012-12-05,"2012-2013"
"OUEGNIN-Jonathan","at NOTRE DAME COLLEGE","away","12/5/12","yes",29,5,5,1,0,0,0,5,5,1,1,7,8,4.1,2,0,3,2,1,3,15,8.4,2012-12-05,"2012-2013"
"SAMUELSON-Beau","at NOTRE DAME COLLEGE","away","12/5/12","yes",14,1,1,1,1,1,1,2,2,1,0,1,1,1.3,2,0,2,1,0,2,5,8.7,2012-12-05,"2012-2013"
"BEINS-Sean","LOCK HAVEN","home","12/8/12","no",8,2,3,0.667,0,1,0,2,2,1,1,2,3,1.8,3,0,0,2,0,1,6,2.5,2012-12-08,"2012-2013"
"BILBO-Paul","LOCK HAVEN","home","12/8/12","yes",16,2,3,0.667,0,0,0,1,1,1,0,1,1,3.4,5,1,0,1,1,1,5,6.4,2012-12-08,"2012-2013"
"DAILEY-Callon","LOCK HAVEN","home","12/8/12","yes",35,3,8,0.375,1,3,0.333,0,0,0,3,2,5,3.8,3,0,2,1,0,1,7,7,2012-12-08,"2012-2013"
"ELLINGTON-Keith","LOCK HAVEN","home","12/8/12","no",18,2,5,0.4,1,4,0.25,0,0,0,0,1,1,1.8,1,0,1,0,0,0,5,3.8,2012-12-08,"2012-2013"
"HOYING-Andy","LOCK HAVEN","home","12/8/12","no",23,0,3,0,0,0,0,3,4,0.75,1,2,3,4.9,2,0,0,0,0,0,3,6.5,2012-12-08,"2012-2013"
"INGRAM-Terrence","LOCK HAVEN","home","12/8/12","yes",26,3,8,0.375,2,6,0.333,0,0,0,1,2,3,3.1,1,0,5,1,0,1,8,7.9,2012-12-08,"2012-2013"
"LEAO-Luis","LOCK HAVEN","home","12/8/12","yes",32,6,13,0.462,1,2,0.5,9,11,0.818,0,8,8,6.1,3,0,3,2,4,0,22,19.8,2012-12-08,"2012-2013"
"ONANA-Jean","LOCK HAVEN","home","12/8/12","no",11,2,5,0.4,0,1,0,1,2,0.5,1,1,2,1,0,0,1,0,0,0,5,1.8,2012-12-08,"2012-2013"
"OUEGNIN-Jonathan","LOCK HAVEN","home","12/8/12","yes",31,3,7,0.429,0,2,0,1,1,1,1,8,9,4.8,3,0,4,2,0,4,7,8.3,2012-12-08,"2012-2013"
"BEINS-Sean","at Shippensburg","away","12/18/12","no",8,2,4,0.5,0,0,0,0,0,0,0,1,1,1.6,1,0,0,0,0,0,4,2.8,2012-12-18,"2012-2013"
"BILBO-Paul","at Shippensburg","away","12/18/12","yes",26,5,9,0.556,0,0,0,0,1,0,4,3,7,3.8,2,0,3,1,0,0,10,6.8,2012-12-18,"2012-2013"
"DAILEY-Callon","at Shippensburg","away","12/18/12","yes",34,7,9,0.778,2,2,1,2,3,0.667,0,3,3,3.7,1,0,3,1,0,1,18,8.2,2012-12-18,"2012-2013"
"ELLINGTON-Keith","at Shippensburg","away","12/18/12","no",18,1,3,0.333,0,0,0,0,0,0,0,0,0,1.6,1,0,3,3,0,0,2,3.6,2012-12-18,"2012-2013"
"HOYING-Andy","at Shippensburg","away","12/18/12","no",19,1,4,0.25,0,1,0,0,0,0,1,3,4,4.8,1,0,0,1,0,0,2,6,2012-12-18,"2012-2013"
"INGRAM-Terrence","at Shippensburg","away","12/18/12","yes",29,1,6,0.167,0,2,0,6,8,0.75,3,3,6,3.4,2,0,2,0,0,4,8,7.9,2012-12-18,"2012-2013"
"LEAO-Luis","at Shippensburg","away","12/18/12","yes",28,7,13,0.538,1,1,1,5,5,1,5,2,7,6.2,3,0,4,1,1,1,20,19.8,2012-12-18,"2012-2013"
"ONANA-Jean","at Shippensburg","away","12/18/12","no",13,1,1,1,0,0,0,0,0,0,0,0,0,0.8,2,0,3,2,0,2,2,1.8,2012-12-18,"2012-2013"
"OUEGNIN-Jonathan","at Shippensburg","away","12/18/12","yes",25,4,8,0.5,0,2,0,2,3,0.667,0,2,2,4.4,0,0,2,4,0,3,10,8.4,2012-12-18,"2012-2013"
"BEINS-Sean","at Millersville","away","12/19/12","no",2,0,1,0,0,1,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,2.3,2012-12-19,"2012-2013"
"BILBO-Paul","at Millersville","away","12/19/12","yes",28,4,5,0.8,0,0,0,3,7,0.429,2,1,3,3.7,0,0,2,1,3,0,11,7.2,2012-12-19,"2012-2013"
"DAILEY-Callon","at Millersville","away","12/19/12","yes",31,1,1,1,0,0,0,0,0,0,0,2,2,3.5,3,0,2,4,0,1,2,7.6,2012-12-19,"2012-2013"
"ELLINGTON-Keith","at Millersville","away","12/19/12","no",19,1,4,0.25,0,2,0,2,2,1,1,3,4,1.8,4,0,0,6,0,0,4,3.6,2012-12-19,"2012-2013"
"HOYING-Andy","at Millersville","away","12/19/12","no",20,0,3,0,0,2,0,1,2,0.5,0,2,2,4.5,1,0,0,1,0,0,1,5.5,2012-12-19,"2012-2013"
"INGRAM-Terrence","at Millersville","away","12/19/12","yes",32,3,6,0.5,2,2,1,1,4,0.25,2,6,8,3.9,3,0,1,1,1,0,9,8,2012-12-19,"2012-2013"
"LEAO-Luis","at Millersville","away","12/19/12","yes",36,7,15,0.467,1,2,0.5,14,15,0.933,2,5,7,6.3,4,0,1,6,0,1,29,20.7,2012-12-19,"2012-2013"
"ONANA-Jean","at Millersville","away","12/19/12","no",4,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,1,0,1.6,2012-12-19,"2012-2013"
"OUEGNIN-Jonathan","at Millersville","away","12/19/12","yes",28,1,4,0.25,0,1,0,2,2,1,1,5,6,4.6,5,1,1,5,0,3,4,8,2012-12-19,"2012-2013"
"BILBO-Paul","NOTRE DAME COLLEGE","home","12/30/12","yes",23,4,6,0.667,0,0,0,6,8,0.75,2,1,3,3.6,3,0,0,1,1,1,14,7.8,2012-12-30,"2012-2013"
"DAILEY-Callon","NOTRE DAME COLLEGE","home","12/30/12","yes",31,4,13,0.308,1,4,0.25,6,7,0.857,0,1,1,3.3,4,0,1,0,0,4,15,8.3,2012-12-30,"2012-2013"
"ELLINGTON-Keith","NOTRE DAME COLLEGE","home","12/30/12","no",24,1,4,0.25,0,1,0,7,9,0.778,1,3,4,2,2,0,4,3,0,0,9,4.1,2012-12-30,"2012-2013"
"HOYING-Andy","NOTRE DAME COLLEGE","home","12/30/12","no",27,1,3,0.333,0,0,0,3,4,0.75,1,4,5,4.5,3,0,1,2,2,0,5,5.5,2012-12-30,"2012-2013"
"INGRAM-Terrence","NOTRE DAME COLLEGE","home","12/30/12","yes",31,2,11,0.182,1,8,0.125,0,0,0,0,3,3,3.8,2,0,5,1,1,1,5,7.7,2012-12-30,"2012-2013"
"LEAO-Luis","NOTRE DAME COLLEGE","home","12/30/12","yes",36,11,17,0.647,0,1,0,1,2,0.5,3,12,15,7.1,1,0,3,3,0,4,23,20.9,2012-12-30,"2012-2013"
"ONANA-Jean","NOTRE DAME COLLEGE","home","12/30/12","no",5,0,2,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,1,0,1,0,1.4,2012-12-30,"2012-2013"
"OUEGNIN-Jonathan","NOTRE DAME COLLEGE","home","12/30/12","yes",23,2,3,0.667,0,1,0,3,4,0.75,0,1,1,4.3,5,1,2,1,0,0,7,7.9,2012-12-30,"2012-2013"
"BEINS-Sean","MANSFIELD","home","01/04/13","no",5,2,2,1,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,4,2.6,2013-01-04,"2012-2013"
"BILBO-Paul","MANSFIELD","home","01/04/13","yes",28,4,7,0.571,0,0,0,0,0,0,1,0,1,3.4,3,0,2,3,1,1,8,7.8,2013-01-04,"2012-2013"
"DAILEY-Callon","MANSFIELD","home","01/04/13","yes",23,2,8,0.25,2,3,0.667,0,0,0,0,1,1,3.1,4,0,0,1,1,0,6,8.1,2013-01-04,"2012-2013"
"ELLINGTON-Keith","MANSFIELD","home","01/04/13","yes",25,1,6,0.167,0,1,0,0,0,0,0,0,0,1.8,4,0,1,0,0,1,2,3.9,2013-01-04,"2012-2013"
"HOYING-Andy","MANSFIELD","home","01/04/13","no",21,4,4,1,3,3,1,0,0,0,5,2,7,4.8,0,0,1,1,0,3,11,5.9,2013-01-04,"2012-2013"
"INGRAM-Terrence","MANSFIELD","home","01/04/13","no",16,0,2,0,0,1,0,2,3,0.667,0,3,3,3.8,2,0,0,0,0,0,2,7.3,2013-01-04,"2012-2013"
"LEAO-Luis","MANSFIELD","home","01/04/13","yes",32,9,16,0.563,0,2,0,7,10,0.7,1,5,6,7,3,0,2,2,1,2,25,21.3,2013-01-04,"2012-2013"
"OUEGNIN-Jonathan","MANSFIELD","home","01/04/13","yes",31,8,9,0.889,2,2,1,2,2,1,0,4,4,4.3,1,0,10,3,1,5,20,8.9,2013-01-04,"2012-2013"
"SAMUELSON-Beau","MANSFIELD","home","01/04/13","no",19,3,6,0.5,2,4,0.5,0,0,0,1,4,5,1.8,0,0,2,3,0,1,8,8.6,2013-01-04,"2012-2013"
"BEINS-Sean","BLOOMSBURG","home","01/05/13","no",5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.3,2013-01-05,"2012-2013"
"BILBO-Paul","BLOOMSBURG","home","01/05/13","yes",22,4,8,0.5,0,0,0,2,3,0.667,2,2,4,3.5,2,0,1,2,2,2,10,8,2013-01-05,"2012-2013"
"DAILEY-Callon","BLOOMSBURG","home","01/05/13","yes",22,3,5,0.6,3,3,1,0,0,0,0,1,1,2.9,3,0,0,2,0,0,9,8.2,2013-01-05,"2012-2013"
"ELLINGTON-Keith","BLOOMSBURG","home","01/05/13","yes",20,2,8,0.25,1,2,0.5,0,0,0,0,5,5,2.1,1,0,1,0,1,0,5,4,2013-01-05,"2012-2013"
"HOYING-Andy","BLOOMSBURG","home","01/05/13","no",25,4,7,0.571,0,1,0,1,1,1,1,3,4,4.7,1,0,1,0,0,0,9,6.2,2013-01-05,"2012-2013"
"INGRAM-Terrence","BLOOMSBURG","home","01/05/13","no",24,1,2,0.5,1,2,0.5,3,3,1,0,2,2,3.6,1,0,1,2,0,0,6,7.2,2013-01-05,"2012-2013"
"LEAO-Luis","BLOOMSBURG","home","01/05/13","yes",31,6,9,0.667,1,1,1,3,3,1,2,7,9,7.2,3,0,1,4,0,3,16,20.8,2013-01-05,"2012-2013"
"OUEGNIN-Jonathan","BLOOMSBURG","home","01/05/13","yes",32,1,2,0.5,1,2,0.5,1,2,0.5,1,0,1,4,2,0,5,4,1,1,4,8.5,2013-01-05,"2012-2013"
"SAMUELSON-Beau","BLOOMSBURG","home","01/05/13","no",19,2,3,0.667,2,3,0.667,0,0,0,0,1,1,1.7,2,0,4,1,0,1,6,8.3,2013-01-05,"2012-2013"
"BILBO-Paul","at WEST CHESTER","away","01/11/13","yes",24,4,4,1,0,0,0,4,7,0.571,2,4,6,3.6,3,0,1,0,0,0,12,8.3,2013-01-11,"2012-2013"
"DAILEY-Callon","at WEST CHESTER","away","01/11/13","yes",34,1,9,0.111,1,3,0.333,0,0,0,1,1,2,2.9,3,0,3,1,0,2,3,7.8,2013-01-11,"2012-2013"
"ELLINGTON-Keith","at WEST CHESTER","away","01/11/13","no",15,2,4,0.5,0,2,0,0,2,0,0,2,2,2.1,0,0,1,1,0,0,4,4,2013-01-11,"2012-2013"
"HOYING-Andy","at WEST CHESTER","away","01/11/13","no",22,1,5,0.2,0,1,0,0,0,0,3,2,5,4.7,1,0,0,2,0,2,2,5.9,2013-01-11,"2012-2013"
"INGRAM-Terrence","at WEST CHESTER","away","01/11/13","yes",18,0,2,0,0,2,0,0,0,0,0,2,2,3.5,1,0,2,5,0,1,0,6.6,2013-01-11,"2012-2013"
"LEAO-Luis","at WEST CHESTER","away","01/11/13","yes",34,9,18,0.5,1,3,0.333,8,8,1,2,3,5,7,4,0,1,0,2,0,27,21.3,2013-01-11,"2012-2013"
"OUEGNIN-Jonathan","at WEST CHESTER","away","01/11/13","yes",29,4,5,0.8,0,0,0,2,2,1,1,3,4,4,4,0,2,2,1,0,10,8.6,2013-01-11,"2012-2013"
"SAMUELSON-Beau","at WEST CHESTER","away","01/11/13","no",24,2,7,0.286,2,5,0.4,2,2,1,0,2,2,1.7,3,0,0,1,0,0,8,8.3,2013-01-11,"2012-2013"
"BEINS-Sean","at Cheyney","away","1/12/13","no",1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2013-01-12,"2012-2013"
"BILBO-Paul","at Cheyney","away","1/12/13","yes",27,3,3,1,0,0,0,5,6,0.833,0,2,2,3.5,2,0,1,3,0,0,11,8.5,2013-01-12,"2012-2013"
"DAILEY-Callon","at Cheyney","away","1/12/13","yes",36,3,8,0.375,1,2,0.5,2,2,1,1,6,7,3.1,2,0,0,2,0,1,9,7.9,2013-01-12,"2012-2013"
"ELLINGTON-Keith","at Cheyney","away","1/12/13","no",27,3,3,1,0,0,0,0,2,0,1,3,4,2.2,3,0,2,4,1,0,6,4.1,2013-01-12,"2012-2013"
"HOYING-Andy","at Cheyney","away","1/12/13","no",26,2,3,0.667,0,0,0,3,4,0.75,0,5,5,4.7,0,0,0,0,0,1,7,5.9,2013-01-12,"2012-2013"
"INGRAM-Terrence","at Cheyney","away","1/12/13","yes",11,0,2,0,0,2,0,2,2,1,0,1,1,3.3,3,1,2,1,0,1,2,6.3,2013-01-12,"2012-2013"
"LEAO-Luis","at Cheyney","away","1/12/13","yes",25,8,9,0.889,0,1,0,8,9,0.889,1,5,6,6.9,3,0,2,3,0,2,24,21.5,2013-01-12,"2012-2013"
"ONANA-Jean","at Cheyney","away","1/12/13","no",4,0,1,0,0,0,0,0,0,0,0,1,1,0.7,2,0,0,0,0,0,0,1.2,2013-01-12,"2012-2013"
"OUEGNIN-Jonathan","at Cheyney","away","1/12/13","yes",18,4,5,0.8,1,1,1,0,0,0,0,1,1,3.8,3,0,3,1,0,5,9,8.7,2013-01-12,"2012-2013"
"SAMUELSON-Beau","at Cheyney","away","1/12/13","no",25,3,8,0.375,1,4,0.25,2,2,1,0,1,1,1.6,3,0,0,1,0,1,9,8.4,2013-01-12,"2012-2013"
"SPODEN-Bobby","at Cheyney","away","1/12/13","no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-01-12,"2012-2013"
"BEINS-Sean","CLARION","home","01/16/13","no",2,0,2,0,0,1,0,0,0,0,0,0,0,0.9,1,0,0,0,0,0,0,1.8,2013-01-16,"2012-2013"
